"","Year","Edges","Origin","Dest","Origin_Lat","Origin_Lon","Origin_Att","Dest_Lat","Dest_Lon","Dest_Att","Frequency","Avg_Arr_Delay","Avg_Dep_Delay","Avg_Taxi_In","Avg_Taxi_Out","Cancel_Prob","Distance","Carrier_Cancel","Weather_Cancel","NAS_Cancel","Security_Cancel","CarrierDy_Mins","WeatherDy_Mins","NASDy_Mins","SecurityDy_Mins","LateAircraftDy_Mins"
"1",2000,"ABE-ATL","Allentown","Atlanta",40.652099609375,-75.440803527832,393,33.6366996765137,-84.4281005859375,1026,722,6.36429608127721,7.71159420289855,8.41274238227147,13.3601108033241,0.0443213296398892,692,0,0,0,0,NA,NA,NA,NA,NA
"2",2000,"ABE-CLT","Allentown","Charlotte",40.652099609375,-75.440803527832,393,35.2140007019043,-80.9430999755859,748,366,4.69209039548023,2.90112994350282,6.04098360655738,14.1284153005464,0.0327868852459016,481,0,0,0,0,NA,NA,NA,NA,NA
"3",2000,"ABE-DTW","Allentown","Detroit",40.652099609375,-75.440803527832,393,42.2123985290527,-83.353401184082,645,805,3.30625832223702,6.8,10.7937888198758,10.4434782608696,0.062111801242236,424,0,0,0,0,NA,NA,NA,NA,NA
"4",2000,"ABE-MCO","Allentown","Orlando",40.652099609375,-75.440803527832,393,28.4293994903564,-81.3089981079102,96,732,2.80785413744741,5.71548117154812,5.14754098360656,12.8975409836066,0.0204918032786885,906,0,0,0,0,NA,NA,NA,NA,NA
"5",2000,"ABE-MDT","Allentown","Harrisburg",40.652099609375,-75.440803527832,393,40.1935005188,-76.7633972168,310,821,5.3393085787452,5.88040712468193,4.25700365408039,10.9488428745432,0.0426309378806334,77,0,0,0,0,NA,NA,NA,NA,NA
"6",2000,"ABE-ORD","Allentown","Chicago",40.652099609375,-75.440803527832,393,41.97859955,-87.90480042,672,1392,15.707182320442,14.6737421383648,7.15229885057471,11.8764367816092,0.0862068965517241,654,0,0,0,0,NA,NA,NA,NA,NA
"7",2000,"ABE-PIT","Allentown","Pittsburgh",40.652099609375,-75.440803527832,393,40.49150085,-80.23290253,1203,1464,6.04166666666667,4.99647639182523,5.82786885245902,10.5983606557377,0.0307377049180328,253,0,0,0,0,NA,NA,NA,NA,NA
"8",2000,"ABQ-AMA","Albuquerque","Amarillo",35.0401992797852,-106.609001159668,5355,35.2193984985352,-101.706001281738,3607,681,15.7263313609467,17.6244477172312,3.25844346549192,8.55066079295154,0.00293685756240822,277,0,0,0,0,NA,NA,NA,NA,NA
"9",2000,"ABQ-ATL","Albuquerque","Atlanta",35.0401992797852,-106.609001159668,5355,33.6366996765137,-84.4281005859375,1026,1045,5.39046653144016,8.7381193124368,7.92248803827751,12.8535885167464,0.0535885167464115,1269,0,0,0,0,NA,NA,NA,NA,NA
"10",2000,"ABQ-BWI","Albuquerque","Baltimore",35.0401992797852,-106.609001159668,5355,39.17539978,-76.66829681,146,22,-6.5,8.36363636363636,9.81818181818182,9.40909090909091,0,1670,0,0,0,0,NA,NA,NA,NA,NA
"11",2000,"ABQ-CVG","Albuquerque","Cincinnati",35.0401992797852,-106.609001159668,5355,39.0488014221,-84.6678009033,896,719,0.965909090909091,6.49787234042553,6.06119610570236,12.7093184979138,0.019471488178025,1240,0,0,0,0,NA,NA,NA,NA,NA
"12",2000,"ABQ-DAL","Albuquerque","Dallas",35.0401992797852,-106.609001159668,5355,32.8470993041992,-96.8517990112305,487,2438,7.33084886128364,10.6374485596708,2.92863002461034,7.6304347826087,0.00328137817883511,580,0,0,0,0,NA,NA,NA,NA,NA
"13",2000,"ABQ-DEN","Albuquerque","Denver",35.0401992797852,-106.609001159668,5355,39.861698150635,-104.672996521,5431,2741,12.8077662437524,11.3805683563748,7.53994892375046,10.7785479751915,0.0499817584823057,349,0,0,0,0,NA,NA,NA,NA,NA
"14",2000,"ABQ-DFW","Albuquerque","Dallas-Fort Worth",35.0401992797852,-106.609001159668,5355,32.896800994873,-97.0380020141602,607,2895,4.70734302944306,4.32144118685977,11.5934369602763,12.4607944732297,0.0221070811744387,569,0,0,0,0,NA,NA,NA,NA,NA
"15",2000,"ABQ-ELP","Albuquerque","El Paso",35.0401992797852,-106.609001159668,5355,31.80719948,-106.3779984,3959,1646,11.4281364190012,12.4869141813755,3.18833535844471,9.03159173754556,0.00182260024301337,223,0,0,0,0,NA,NA,NA,NA,NA
"16",2000,"ABQ-EWR","Albuquerque","Newark",35.0401992797852,-106.609001159668,5355,40.6925010681152,-74.168701171875,18,44,-8.86046511627907,-0.27906976744186,8.20454545454546,11.6818181818182,0.0227272727272727,1805,0,0,0,0,NA,NA,NA,NA,NA
"17",2000,"ABQ-HOU","Albuquerque","Houston",35.0401992797852,-106.609001159668,5355,29.64539909,-95.27890015,46,700,1.92846924177396,7.12714285714286,3.98571428571429,7.43,0,759,0,0,0,0,NA,NA,NA,NA,NA
"18",2000,"ABQ-IAH","Albuquerque","Houston",35.0401992797852,-106.609001159668,5355,29.9843997955322,-95.3414001464844,97,1783,2.98246606334842,2.63241106719368,7.41951766685362,11.5883342680875,0.00673022994952328,744,0,0,0,0,NA,NA,NA,NA,NA
"19",2000,"ABQ-LAS","Albuquerque","Las Vegas",35.0401992797852,-106.609001159668,5355,36.08010101,-115.1520004,2181,2017,8.33730750124193,10.6514399205561,3.48587010411502,8.10262766484879,0.0014873574615766,487,0,0,0,0,NA,NA,NA,NA,NA
